workload,case,length,batch,threads_field,profile,family,avg_fwd_ms,avg_fwd_sp_gflops,avg_bwd_ms,avg_bwd_sp_gflops,avg_mem_mb,avg_stream_slots,avg_workarea_mb,fwd_pct_of_peak,bwd_pct_of_peak,samples_ok,samples_skip,samples_expected,check_ok,check_fail,quality,note
throughput,n2_b1,2,1,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.005384333333333334,0.0018572401411502506,0.005514666666666668,0.001813346228239845,0.0,1.0,0.0,5.044391810157256e-06,4.925172927313234e-06,3,0,3,3,0,ok,-
throughput,n2_b10,2,10,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.00547,0.018281535648994516,0.005572999999999999,0.017943656917279744,0.0,1.0,0.0,4.965390670900071e-05,4.8736204862414124e-05,3,0,3,3,0,ok,-
throughput,n2_b16,2,16,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.005940666666666667,0.026933004152171473,0.005893,0.027150856948922452,0.0,1.0,0.0,7.315188949340828e-05,7.374359265521368e-05,3,0,3,3,0,ok,-
throughput,n2_b150,2,150,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.015007666666666667,0.09994891499900051,0.014915999999999999,0.10056315366049881,0.01,1.0,0.0,0.00027146811932613385,0.0002731364337271057,3,0,3,3,0,ok,-
throughput,n2_b256,2,256,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.014778666666666667,0.1732226632984482,0.015141333333333335,0.16907361747094046,0.02,1.0,0.0,0.0004704846533928266,0.00045921555989838765,3,0,3,3,0,ok,-
throughput,n2_b1024,2,1024,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.017390666666666665,0.5888215901249714,0.016972333333333336,0.6033348390517901,0.08,1.0,0.02,0.0015992798890457998,0.0016386988701474444,3,0,3,3,0,ok,-
throughput,n4_b1,4,1,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.006604000000000001,0.006056935190793458,0.006580333333333333,0.006078719416442936,0.0,1.0,0.0,1.6451052071364858e-05,1.6510219524739406e-05,3,0,3,3,0,ok,-
throughput,n4_b10,4,10,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.007505333333333333,0.053295434357790016,0.007307000000000001,0.054742028192144514,0.0,1.0,0.0,0.00014475406095127048,0.0001486831091820084,3,0,3,3,0,ok,-
throughput,n4_b16,4,16,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.007864000000000001,0.08138351983723295,0.007709999999999999,0.08300907911802854,0.0,1.0,0.0,0.0002210432306801496,0.00022545836135780763,3,0,3,3,0,ok,-
throughput,n4_b150,4,150,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.015653666666666666,0.3832967781776368,0.015198666666666666,0.3947714711816826,0.02,1.0,0.0,0.0010410603808624626,0.0010722264353382335,3,0,3,3,0,ok,-
throughput,n4_b256,4,256,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.013789666666666665,0.7425850274360029,0.014707333333333334,0.6962513032047505,0.04,1.0,0.01,0.0020169119478666985,0.001891066369867582,3,0,3,3,0,ok,-
throughput,n4_b1024,4,1024,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.018071,2.266615018537989,0.017961333333333333,2.2804543092569225,0.16,1.0,0.03,0.006156282099961076,0.0061938705642712085,3,0,3,3,0,ok,-
throughput,n8_b1,8,1,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.006919333333333333,0.017342711243857792,0.006869666666666667,0.017468096462710466,0.0,1.0,0.0,4.7103995130245784e-05,4.744454999823581e-05,3,0,3,3,0,ok,-
throughput,n8_b10,8,10,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.0077930000000000004,0.15398434492493263,0.007944666666666668,0.15104472602164973,0.0,1.0,0.0,0.00041823205907594074,0.0004102478521916765,3,0,3,3,0,ok,-
throughput,n8_b16,8,16,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.007834,0.24508552463620115,0.007885666666666668,0.2434797311577968,0.0,1.0,0.0,0.0006656691215478796,0.0006613076761473672,3,0,3,3,0,ok,-
throughput,n8_b150,8,150,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.015488666666666666,1.1621400593982698,0.015520666666666667,1.159743997250977,0.05000000000000001,1.0,0.01,0.003156452236840836,0.00314994436744655,3,0,3,3,0,ok,-
throughput,n8_b256,8,256,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.017725666666666667,1.733080091016793,0.017338666666666665,1.7717625346047372,0.08,1.0,0.02,0.004707164584574013,0.004812228758726014,3,0,3,3,0,ok,-
throughput,n8_b1024,8,1024,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.021424333333333333,5.735534361240335,0.020065333333333334,6.123994949830553,0.31,1.0,0.06,0.015578105339031466,0.01663319098371269,3,0,3,3,0,ok,-
throughput,n16_b1,16,1,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.007588,0.04217185028993147,0.007459,0.04290119318943558,0.0,1.0,0.0,0.00011454164246630844,0.0001165225878850179,3,0,3,3,0,ok,-
throughput,n16_b10,16,10,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.015418,0.20754961733039304,0.015942666666666664,0.20071924395751445,0.01,1.0,0.0,0.0005637190187017437,0.0005451672553949664,3,0,3,3,0,ok,-
throughput,n16_b16,16,16,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.015750333333333335,0.3250724852384076,0.015688,0.3263640999490056,0.01,1.0,0.0,0.0008829192014062922,0.0008864273156903094,3,0,3,3,0,ok,-
throughput,n16_b150,16,150,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.017521666666666668,2.7394654237610574,0.017209,2.789238189319542,0.09000000000000001,1.0,0.02,0.007440576283942866,0.007575762534438506,3,0,3,3,0,ok,-
throughput,n16_b256,16,256,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.018853666666666668,4.345043404465975,0.019100666666666665,4.288855537328541,0.16,1.0,0.03,0.011801436377899606,0.011648826270817418,3,0,3,3,0,ok,-
throughput,n16_b1024,16,1024,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.025408666666666666,12.896387059533492,0.026566999999999997,12.334098693868334,0.62,1.0,0.12,0.03502747319656702,0.03350025936790653,3,0,3,3,0,ok,-
throughput,n32_b1,32,1,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.007728,0.10351966873706005,0.007868333333333333,0.10167337428510909,0.0,1.0,0.0,0.00028116653177871,0.0002761518692123538,3,0,3,3,0,ok,-
throughput,n32_b10,32,10,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.015806,0.5061369100341643,0.01564866666666667,0.5112256635283091,0.01,1.0,0.0,0.0013747026177311596,0.001388524021803266,3,0,3,3,0,ok,-
throughput,n32_b16,32,16,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.015694666666666666,0.8155636734347125,0.015843333333333334,0.8079107931832527,0.02,1.0,0.0,0.002215126963811949,0.0021943412153192046,3,0,3,3,0,ok,-
throughput,n32_b150,32,150,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.019275,6.22568093385214,0.019101,6.282393591958536,0.18000000000000002,1.0,0.04,0.016909377101835574,0.017063412577241015,3,0,3,3,0,ok,-
throughput,n32_b256,32,256,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.022695333333333335,9.023881561554504,0.02172033333333333,9.428952901275304,0.31,1.0,0.06,0.024509482234614292,0.025609683820474658,3,0,3,3,0,ok,-
throughput,n32_b1024,32,1024,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.036753,22.28933692487688,0.036426999999999994,22.48881324292421,1.25,1.0,0.25,0.06053937029815067,0.06108116168138831,3,0,3,3,0,ok,-
throughput,n64_b1,64,1,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.007747666666666667,0.24781654691735144,0.007802333333333332,0.24608023240910842,0.0,1.0,0.0,0.0006730867656764733,0.0006683708161925181,3,0,3,3,0,ok,-
throughput,n64_b10,64,10,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.015852,1.2112036336109007,0.015603333333333332,1.230506302072207,0.02,1.0,0.0,0.003289712274921833,0.003342139648497815,3,0,3,3,0,ok,-
throughput,n64_b16,64,16,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.016177333333333332,1.8989532679469217,0.016170666666666667,1.899736147757256,0.04,1.0,0.01,0.005157687528102949,0.005159813883449297,3,0,3,3,0,ok,-
throughput,n64_b150,64,150,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.02139566666666667,13.46066960599498,0.022282999999999997,12.924651079298123,0.36999999999999994,1.0,0.07,0.036560103357264555,0.03510424021590063,3,0,3,3,0,ok,-
throughput,n64_b256,64,256,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.025457999999999998,19.307094037237807,0.025944666666666668,18.944934090500293,0.62,1.0,0.12,0.05243939374423597,0.05145574244960142,3,0,3,3,0,ok,-
throughput,n64_b1024,64,1024,1,gpu_e2e_reuse,run_gpu_e2e_reuse,0.056987666666666666,34.50009651211081,0.05691966666666667,34.54131261016989,2.5,1.0,0.5,0.09370463217941373,0.09381657793316375,3,0,3,3,0,ok,-
